industry,num_firms,revenue_growth_5y,pretax_operating_margin,aftertax_roc,effective_tax_rate,unlevered_beta,levered_beta,cost_of_equity,stdev_stock_price,pretax_cost_of_debt,market_debt_to_capital,cost_of_capital,sales_to_capital,ev_to_sales,ev_to_ebitda,ev_to_ebit,price_to_book,trailing_pe,noncash_wc_pct_revenue
Insurance (Life),20,0.02519,0.1061321986436446,0.1076576568830416,0.1867681012574124,0.5317480065275768,0.6444930925180267,0.068244391926304,0.3515193422631459,0.050672,0.4041940370182383,0.05602140583259745,1.192128084159164,1.283824922474728,12.52246667271868,11.69560954139714,1.434116504672547,12.55744686657893,0.2316686023040303
Insurance (Prop/Cas.),57,0.08764183673469389,0.1525411457011631,0.1848897922347782,0.2158889974566429,0.4570234949231456,0.4841100151289049,0.06109130667474916,0.2869687952853511,0.047306,0.1291420288994871,0.05778374599699063,1.480298311904736,1.488781913224094,8.4356789458995,9.639962545096123,2.023852760026604,18.33444165737293,-0.4047851575984949
Investments & Asset Management,283,0.0568886274509804,0.255024819913312,0.1425320730051866,0.1851158887244541,0.588064033338367,0.6595817512663942,0.06891734610648118,0.3004225728309703,0.050672,0.2463533959386016,0.06130173831332419,0.5894173898841665,5.486045625728951,38.02880057904406,20.39991949055981,2.489616012966674,75.30490832859047,NA
Machinery,105,0.1036877464788733,0.1586495069517875,0.244083257883221,0.2121106319663805,0.8940302510086939,0.9636207903494385,0.08247748724958495,0.4503411666073636,0.052913,0.128101898330155,0.07699565637316959,1.951925590204531,3.426131130289686,16.21747056227096,21.03633026461816,4.501410024095517,35.76103587726784,0.2442193567668156
Metals & Mining,73,0.0867066666666667,0.2385427191735325,0.2704361776786952,0.3446283103725081,1.010449296054403,1.043031476230846,0.08601920383989574,0.7756025957468325,0.060195,0.0989734528307213,0.08197386647097057,1.175715601360768,4.034482548056959,11.3906369554613,15.72189898228056,4.336765520107329,54.1176014151896,0.1488715443153497
Office Equipment & Services,14,0.08130000000000001,0.107283052147578,0.1826016020332072,0.2375971140036414,1.038190189786169,1.334375038621748,0.09901312672252996,0.3960756696465002,0.050672,0.3247918436948866,0.07919785997210449,2.205030678534003,1.433663742966214,8.594854468833645,13.0262887992241,2.924078960854785,18.55152694828409,0.0813899150038206
Oil/Gas (Integrated),4,0.0462,0.1124866389469229,0.0844906040235468,0.3143721503699604,0.2780040123588666,0.2993819796439979,0.05285243629212231,0.2026827904588578,0.047306,0.121612740694131,0.05073966589573278,1.024311291185885,1.753176232733194,8.163021611107265,15.15670397335326,1.707552331046733,16.24390548286594,0.03927425140725967
Oil/Gas (Production and Exploration),142,0.1761252054794521,0.2541582987981389,0.1373109527096751,0.2533721378026995,0.5785405692885324,0.72140595546977,0.07167470561395174,0.4221920097460941,0.050672,0.2731904517372341,0.06247619033696485,0.5740994431768883,2.682588599484382,5.14585933864515,10.27744374433477,1.355720743666191,30.98341309660202,0.006617127119104511
Oil/Gas Distribution,23,0.2012806666666667,0.2577810990734486,0.123510551591223,0.2038850439643786,0.4692562974090757,0.6692224517144899,0.06934732134646625,0.4224037245326557,0.050672,0.3691931753989284,0.05777558101101535,0.521937468522693,4.371783781882893,11.56239658954174,16.4805767999161,2.88227102083848,23.71726394001627,0.0105700391213076
Oilfield Svcs/Equip.,97,0.1078592727272727,0.04649606278662376,0.1193795100311501,0.1854586896156506,0.7870575641420728,0.9512418716285248,0.08192538747463221,0.4831643535406242,0.052913,0.2719893286046465,0.07043638484807473,2.792715187270896,0.7413518369384341,8.629760666747599,14.90412900423401,1.91838934733431,33.30034533821973,0.08926329482945863
